Name,Location,Username,Date Inserted,Review,Rating,Food,Service,Price,Food Key,Service Key,Price key
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",pretaparty,43133,"Terrible service. Not the impressive Yum Cha I remembered. We had not enough chairs for our group of 6, no space because the other table had their bags on a chair right next to our table, unable to move back because the tea/cutlery station was next to u ",1,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",Mark S,43132,Loved the food and the efficient service. A decent menu and easy to get to. Staff were pleasant. Nice clean surroundings.,4,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",dominiqueng,43126,"located in the middle of China town. Very authentic oriental design restuarant with vast choice of Cantonese Dim Sum. 

The mini egg tart is a.must try.here.
The only set back is the mildew smell, probably the furniture is too old",4,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",Wohlerguy,43125,"We ate here as a part of a tour, so had a set menu, which may explain our rating. Other diners appeared to be enjoying their food more than we did. The set menu had the usual suspects: a soup, a chicken with sauce dish, a fish with vegies and sauce, pork fried rice, a broccoli dish, and a mango pudding for dessert. The food was not bad, just uninspired, as was the service. I would hope that one could do better in Chinatown in Singapore.",3,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",elsontour,43120,"A friend in Singapore recommended this place and I wasn’t disappointed. They kept bringing round dim sum on trolleys and it was very reasonably priced, spacious and air conditioned. Definitely worth the short wait to get in.",5,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",mralfredchan,43120,"Great service unfortunately matched with bad dim sum. Cold roast, soft spring roll skins, badly done up dumpling soup etc doesn’t justify the 30% higher price there. De Bao Dim Sum at the adjacent street is so much better.",2,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",maingt2017,43110,The food was served very promptly. Knowing that we came in even number and dim sum are served in odd number. Service crew took the initiative to cut it for us.,4,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",azur40,43109,We were all craving a good dim sum lunch and found Yum Cha by pure chance. They had a good selection of dim sum for lunch and we enjoyed all of them. The main room is pleasant and has a really good atmosphere and the fact that it is on the 1st floor makes it calmer than other places in Chinatown.,4,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",Lilian K,43107,The Tim sum is nice and hot when served but the service is not as good cause our tea hv to ask a few time then they add water,4,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",quocvo,43069,"I went here after reading the mainly good reviews on TA. I found this place to offer very poor value for money and the dim sums themselves lacked flavour with very small portion sizes and fillings. I mean, I’ve had better dim sum all the way in the U.K. If this place is meant to be one of the better dim sum places in Singapore then I’m afraid you are better of choosing a different cuisin ",1,,,,,,
Ikea Cafeteria,"60 Tampines North Drive 2, Singapore 528764 Singapore",BackbenchersInt,44169,"Due to Covid situation, very well organized and peaceful lunch ever had in IKEA.
Kudos to staff to make it happen. Food quality is average as usual. Lamb Shank, has a very distinctive strong smell.",3,,,,,,
Ikea Cafeteria,"60 Tampines North Drive 2, Singapore 528764 Singapore",Amoschow,43895,"When we come to Ikea we always come by the cafe for some meatball, chicken wings and once in awhile their cider. They also have flavoured soda which is interesting too.",3,,,,,,
Ikea Cafeteria,"60 Tampines North Drive 2, Singapore 528764 Singapore",YYLoong,43885,"Went IKEA on a whim one Sunday morning as we need to get some stuff for our house. So impressed at the breakfast, value for money and yummy. The breakfast set only cost $5 and the pancakes are so fluffy with FREEFLOW maple syrup! Hashbrown is hot and crispy. The salmon crossaint has huge chunks of salmon only cost $2+. With the IKEA family card we got 2 free hot drinks. Our cafe styled breakfast cost less than $10! They also had vegetarian fried bee Hoon which I will try next time. Will be back. ",4,,,,,,
Ikea Cafeteria,"60 Tampines North Drive 2, Singapore 528764 Singapore",conybearbear,43881,"I use to be a regular customer for ikea and of course the cafe too since I move to the nearby neighbourhood. 

The cafe food are terrible now days and its getting  bad to worst. 

Kinda disappointed and feel sad about it",1,,,,,,
Ikea Cafeteria,"60 Tampines North Drive 2, Singapore 528764 Singapore",AhKwang,43852,My wife needed to pick up some stuff from IKEA and we visited the Tampines Store which open for business at 10am. Along the way was hunting for a place to eat breakfast without success. We finally arrived at 9.35am and lo and behold the cafeteria was already open and serving breakfast. Choice is reasonable including halal section. IKEA should consider announcing they serve breakfast and earlier than the official 10,3,,,,,,
Ikea Cafeteria,"60 Tampines North Drive 2, Singapore 528764 Singapore",Awesomejef,43851,My Order 20002885 did not arrive as promised in the delivery note. I called the customer hotline many times but each time had to hang up the phone after 30 mins because ikea did not answer. It’s a frustrating experience to deal with a company that does not deliver. I won’t hesitate to make a police report if ikea does not promptly respond to my email. Is this company a big scam?,1,,,,,,
Ikea Cafeteria,"60 Tampines North Drive 2, Singapore 528764 Singapore",BackbenchersInt,43824,"Tourists can take advantage of good gourmet food at the IKEA. Not fancy but better than many cafes, hotles or restaurants. Very reasonable price too.",4,,,,,,
Ikea Cafeteria,"60 Tampines North Drive 2, Singapore 528764 Singapore",dancerizk,43787,"IKEA is always known for its meatballs, and for a good reason! The meatballs never seem to fail you, and 20 meatballs never seem to be too much. The mashed potato at the side is rather dry though, and rather unpalatable to  ",4,,,,,,
Ikea Cafeteria,"60 Tampines North Drive 2, Singapore 528764 Singapore",David D,43763,Tuesday 22nd October and we travelled on board the MRTfrom City Hall Station to Bedok Statio,4,,,,,,
Ikea Cafeteria,"60 Tampines North Drive 2, Singapore 528764 Singapore",jackytansg,43747,"For years, IKEA cafeteria serves delicious cuisine at value for money prices. Must try their Swedish meat balls and fried chicken wings!",5,,,,,,
Ikea Cafeteria,"60 Tampines North Drive 2, Singapore 528764 Singapore",vivienlim67,43740,"sometimes when you are searching for creative ways to decorate your home/room, this is the best place to be!
plus their food is excellent.",5,,,,,,
Ikea Cafeteria,"60 Tampines North Drive 2, Singapore 528764 Singapore",JeniseL_12,43724,"After all these years, IKEA has kept it real with their customer service. After all, furniture is their core business but they have had the smarts to cater well to their customer ",4,,,,,,
Ikea Cafeteria,"60 Tampines North Drive 2, Singapore 528764 Singapore",Godivachan,43626,"I did a custom made wardrobe for my new house and after only 3 months, it looked like this with some disgusting mold. I paid about $1600 for it. The IKEA customer service was not keen to help me and told me to just vinegar to clean it. I tried all ways to clean the cupboard but was careful as I didn't wish to make the condition worse. However, to no avail. The customer service also commented that it's the humidity in my room. My other cupboard which I bought from another shop was fine and is still in excellent condition. Such terrible workman ship with poor quality and not even reasonably priced at all. Truly disappointing because it's my own place and I have to stare at that ugly cupboard everyday when I come home. Shall not recommend their custom made stuff to any of my friends. If I could give 0 star I would.",1,,,,,,
Ikea Cafeteria,"60 Tampines North Drive 2, Singapore 528764 Singapore",MOUSE A,43617,"I bought some hotdogs and spring rolls with drink to go at level 3. When I asked if I need to present my ikea card, the cashier said no need. Then I asked is is no longer issuing points. She said card must be presented before payment. But at the first place she didn’t ask at all. I was the one asked her. So end up I didn’t get my points. I wasn’t given receipt too. She still give a a unhappy and irritated face. So no choice, I went over to put sauce in my hotdogs then found out no mustard. I walk back to the cashier again and inform both mustard dispenser are empty. She said shout to kitchen side no mustard. I waited for a few minutes and people start to queue around for mustard. But still no action till another people notified again. So end up for the first time I had lousy hotdogs since without mustar ",1,,,,,,
Ikea Cafeteria,"60 Tampines North Drive 2, Singapore 528764 Singapore",dskuliner,43611,"Anyone LOVE Soya?
Available Soya Ice Cream@@ ikea - and only 50cents 😍🥰

Yummy, kids love it 
Should try when in the area",3,,,,,,
Ikea Cafeteria,"60 Tampines North Drive 2, Singapore 528764 Singapore",cecille t,43593,Food is located inside their Tampines branch. Accessible by free shuttle  from Bedok MRT station and Tampines MRT. Tried their best seller meatballs ang it was very good. They are also selling them at their food market. dining area is bigger than their Alexandra branch,5,,,,,,
Ikea Cafeteria,"60 Tampines North Drive 2, Singapore 528764 Singapore",KTLim99,43485,All day dining. Great for families and elderly friendly. Try their signature dishes - Swedish Meat  balls with Berry sauce. And fried Chicken Wings with Swedish Lager beer. 👍,5,,,,,,
Ikea Cafeteria,"60 Tampines North Drive 2, Singapore 528764 Singapore",div106,43460,"While shopping when u get tired, just take a break eating at the IKEA outlet. They  have a variety of western food that one can enjoy. The coffee and other drinks are refillable. The cakes are amazing.",5,,,,,,
Ikea Cafeteria,"60 Tampines North Drive 2, Singapore 528764 Singapore",need2travel4ever,43384,"Just about everyone would make a beeline here before hitting the store. The affordable grub is the main draw, most head there to get their delicious fried chicken wings & aromatic coffee f ",3,,,,,,
